brand,category,condition,size,sample_size,avg_price,median_price,min_price,max_price,avg_days_listed,avg_days_to_disappear
easy,shorts,very good,w36,5,3.0,2.0,1.99,5.0,5.8,7.6
h&m,brand_hm,new with tags,6,5,16.4,15.0,6.0,30.0,4.8,4.8
h&m,womens_jeans,very good,l,5,5.0,4.0,3.0,10.0,3.8,5.6
nike,mens_activewear,new without tags,s,5,18.6,17.99,5.0,38.0,15.6,7.4
marks & spencer,shoes,new with tags,7,5,26.4,30.0,10.0,35.0,2.8,7.8
nike,shoes,good,10.5,5,32.0,25.0,10.0,80.0,1.8,5.9
levi's,womens_jeans,new with tags,xs,5,24.98,20.0,13.9,48.0,4,4.5
levi's,brand_levis,new without tags,other,5,19.4,10.0,7.0,40.0,8,6.3
rab,outerwear,very good,l,5,43.0,35.0,30.0,65.0,0.8,3.6
levi's,brand_levis,good,one size,5,3.9,3.5,3.0,6.0,4.6,6.2
adidas,brand_adidas,good,13 child | eu 32,5,4.2,3.0,3.0,8.0,2,6.0
nike,mens_shoes,good,7,5,15.7,20.0,3.0,23.5,15.6,7.5
tu,womens_tops_and_tshirts,very good,s,5,3.1,2.0,1.5,7.0,1.2,5.2
asos,womens_jeans,very good,m,5,3.6,2.0,1.0,10.0,6.2,4.8
new look,womens_jeans,very good,xs,5,4.2,4.0,3.0,5.0,3.4,5.3
unknown,brand_bershka,new with tags,unknown,5,10.4,10.0,4.0,16.0,3.4,5.5
gap,womens_jeans,very good,s,5,11.7,9.5,5.0,24.0,6.6,4.4
peacocks,womens_dresses,very good,m,5,3.2,3.0,3.0,4.0,5.6,7.9
nike,brand_nike,very good,9 child | eu 27,5,8.7,5.0,3.0,25.0,6.2,4.8
nike,brand_nike,very good,9-12 months,5,6.0,4.0,3.0,12.0,4,5.3
h&m,brand_hm,new with tags,5 years,5,5.8,4.0,3.0,10.0,5.6,4.1
white stuff,womens_dresses,very good,s,5,7.8,6.0,4.0,15.0,1,7.5
ralph lauren,brand_ralph_lauren_hoodie,very good,12-18 months,5,12.8,8.0,3.0,30.0,6.2,6.6
marks & spencer,womens_dresses,new with tags,xl,5,8.0,7.0,5.0,12.0,4.2,6
carhartt,brand_carhartt,good,xs,5,32.6,18.0,14.99,85.0,7.2,6.3
next,womens_jeans,new with tags,l,5,11.2,10.0,5.0,20.0,0.6,5.3
reebok,shoes,very good,9,5,16.56,11.8,10.0,35.0,1.2,4.3
papaya,womens_jeans,very good,s,5,3.0,3.0,2.0,5.0,8.4,5.3
marks & spencer,womens_outerwear,new with tags,s,5,42.0,43.0,20.0,57.0,0.6,5.7
h&m,brand_hm,very good,8,5,7.8,5.0,3.0,20.0,3,4.6
boohoo,womens_outerwear,very good,l,5,4.4,4.0,1.0,8.0,5,6.2
river island,womens_outerwear,new with tags,m,5,25.8,20.0,9.0,50.0,2,5.3
tommy hilfiger,outerwear,good,xl,5,27.29,25.0,13.5,40.0,4.8,6.5
polo ralph lauren,brand_polo_ralph_lauren,good,w32,5,12.9,10.0,7.0,25.0,3.4,6.2
trespass,womens_outerwear,very good,l,5,6.0,6.0,5.0,8.0,0,3.4
zara,womens_tops_and_tshirts,new with tags,l,5,9.0,10.0,4.0,12.0,3.6,4.3
carhartt,trousers,very good,w38,5,20.0,21.0,10.0,32.0,4.6,7.9
edikted,womens_tops_and_tshirts,very good,xs,5,7.2,6.0,6.0,10.0,5.6,6.8
river island,womens_dresses,new with tags,s,5,16.2,15.0,10.0,29.99,7.4,6.4
oliver bonas,womens_tops_and_tshirts,very good,m,5,11.0,10.0,3.0,18.0,1.2,4.6
levi's,brand_levis,new without tags,6,5,18.6,20.0,8.0,25.0,7,4.3
seasalt cornwall,womens_tops_and_tshirts,very good,m,5,8.0,9.0,4.0,12.0,1,3.7
pull & bear,womens_tops_and_tshirts,very good,xs,5,3.6,3.0,2.0,5.0,1.4,5.9
hollister,womens_tops_and_tshirts,very good,xl,5,4.9,4.0,3.0,8.0,5,3.5
lipsy,womens_tops_and_tshirts,very good,m,5,3.0,3.0,3.0,3.0,1.6,4.7
h&m,womens_tops_and_tshirts,good,s,5,2.6,2.0,2.0,5.0,5.4,5.9
boden,womens_tops_and_tshirts,very good,m,5,7.5,5.0,4.0,18.0,0.6,4.7
unknown,womens_jeans,very good,xs,5,11.0,10.0,2.0,20.0,9,6.3
h&m,brand_hm,new without tags,6-9 months,5,4.5,4.0,3.0,7.0,2.6,5.4
f&f,womens_jumpers_and_sweaters,very good,xs,5,2.9,3.0,1.5,4.0,6.6,3.7
nike air,brand_nike_air_max_95,new without tags,6,5,49.48,40.0,22.5,80.0,1.6,9.1
marks & spencer,jeans,new with tags,w34,5,8.6,5.0,5.0,20.0,5.6,4.6
george,womens_outerwear,new without tags,l,5,11.4,10.0,4.0,25.0,2.2,5.3
tommy jeans,jeans,very good,w30,5,8.0,8.0,6.0,10.0,1.2,3.6
charles tyrwhitt,tops_and_tshirts,very good,l,5,4.95,5.0,3.0,6.0,1,5.4
superdry,shorts,very good,w34,5,7.1,5.0,4.0,16.5,2.6,5.0
asics,shoes,new with tags,7.5,5,59.6,60.0,48.0,70.0,8.4,5.2
lucy & yak,womens_jeans,very good,m,5,14.0,13.0,12.0,17.0,0.4,4.4
h&m,brand_hm,new with tags,xxl,5,6.0,5.0,5.0,9.0,3.4,6.5
nike,brand_nike_air_max_95,good,8.5,5,46.49,50.0,21.46,61.0,1.2,6.2
nike,brand_nike_t_shirt,very good,9 years,5,4.9,3.5,3.0,10.0,2.4,5.4
unknown,womens_skorts,new without tags,m,5,3.56,3.0,1.5,6.0,2.6,6.7
montirex,activewear,new without tags,xl,5,9.0,9.0,7.0,12.0,1.4,5.1
carhartt,brand_carhartt,new without tags,w36,5,18.98,14.96,10.0,30.0,3,6.2
wrangler,tops_and_tshirts,very good,xl,5,16.4,15.0,3.0,35.0,6.6,5.3
berghaus,tops_and_tshirts,very good,xl,5,6.0,5.0,4.0,9.99,0.4,2.6
canterbury,activewear,very good,s,5,7.0,7.0,3.0,13.0,2.2,5.7
prettylittlething,womens_tops_and_tshirts,new without tags,s,5,4.1,3.0,2.0,7.0,7,5.5
on cloud,shoes,very good,8,5,38.4,37.0,25.0,60.0,1.2,5.0
carhartt,brand_carhartt,new without tags,w34,5,21.0,20.0,10.0,30.0,2.8,5.1
ralph lauren,brand_polo_ralph_lauren,very good,xxl,5,43.0,39.0,24.99,65.99,4,7.5
ralph lauren,brand_ralph_lauren_shirt,very good,9-12 months,5,5.3,5.0,4.5,6.0,3.4,4.8
manchester united,activewear,very good,l,5,12.4,10.0,4.0,25.0,1.4,5.3
marks & spencer,shorts,very good,w38,5,3.9,4.0,3.5,4.0,2.4,6.2
ralph lauren,brand_ralph_lauren_hoodie,satisfactory,l,5,8.4,7.0,3.0,20.0,9.8,5.2
h&m divided,brand_hm,new without tags,s,5,5.8,4.0,4.0,8.99,0.4,6
ted baker,tops_and_tshirts,very good,m,5,10.39,6.5,2.5,30.0,8.2,4
tommy hilfiger,jumpers_and_sweaters,good,l,5,10.8,12.0,5.0,15.0,4.8,3.6
bershka,brand_bershka,satisfactory,s,5,5.6,5.0,3.0,10.0,4.4,6.6
carhartt,shorts,very good,w30,5,18.75,20.0,10.73,25.0,6.8,5.8
napapijri,outerwear,very good,xl,5,34.0,35.0,10.0,60.0,4.2,3.8
wrangler,womens_jeans,very good,m,5,15.67,12.0,4.0,32.36,1.4,6.1
shein,womens_dresses,new with tags,m,5,2.6,2.0,1.5,5.0,11.8,6.7
primark,womens_jumpers_and_sweaters,new with tags,xl,5,5.0,5.0,3.0,8.0,5.2,5.3
river island,womens_jumpers_and_sweaters,very good,l,5,7.1,8.0,2.5,12.0,0,4.2
f&f,shorts,very good,w34,5,2.9,2.5,1.99,4.5,4,6.4
levi strauss & co.,brand_levis,very good,w32,5,12.99,11.99,7.99,20.0,0.8,3
urban outfitters,womens_jeans,very good,xs,5,9.2,12.0,4.0,13.0,3,3.2
hobbs,womens_dresses,very good,l,5,10.4,8.0,5.0,22.0,1.2,3.9
oh polly,womens_dresses,new without tags,s,5,14.4,12.0,8.0,30.0,4.6,4.4
pull & bear,womens_dresses,very good,m,5,4.5,4.0,3.0,6.5,3.2,5.9
stradivarius,womens_jeans,new without tags,xs,5,7.0,6.0,4.0,12.0,7.6,5.5
the north face,activewear,good,l,5,22.6,10.0,6.0,79.0,0.6,4.2
marks & spencer,womens_outerwear,good,m,5,6.2,6.0,4.0,10.0,8.8,5.0
carhartt,brand_carhartt_jacket,very good,3 years,5,20.18,17.2,11.22,35.0,3.4,6.4
carhartt,brand_carhartt,very good,6 years,5,13.0,12.5,10.0,20.0,0.6,6.3
marks & spencer,womens_outerwear,very good,other,5,11.0,8.0,4.0,25.0,0,5.2
nike air,brand_nike_tracksuit,very good,s,5,27.2,30.0,8.0,50.0,3.4,4.7
primark,womens_outerwear,new with tags,m,5,12.7,15.0,3.5,20.0,10.2,5.5
bershka,brand_bershka,new with tags,5,5,11.0,10.0,7.0,18.0,2.2,4.1
unknown,trousers,new without tags,m,5,9.12,8.0,3.5,19.99,10,6.8
source unknown,womens_tops_and_tshirts,new without tags,s,5,5.3,4.0,1.0,12.5,4.8,7.1
guess,womens_tops_and_tshirts,very good,m,5,6.4,5.0,3.0,12.0,4.2,2.3
seasalt cornwall,womens_tops_and_tshirts,very good,s,5,10.3,9.49,5.0,21.0,6.6,4.3
free people,womens_tops_and_tshirts,very good,m,5,11.6,10.0,5.0,20.0,0.4,5.5
montbell,outerwear,very good,s,5,91.5,85.0,75.0,130.0,1,7.2
nike,brand_nike_t_shirt,very good,3 years,5,6.6,6.0,3.0,15.0,2.8,4.6
white stuff,womens_tops_and_tshirts,very good,l,5,4.8,3.0,2.0,9.99,3.2,4.1
superdry,tops_and_tshirts,very good,s,5,4.5,3.0,1.5,10.0,3.8,6.2
adidas,shoes,very good,8.5,5,33.6,35.0,14.0,50.0,3.8,5.1
nike,brand_nike,satisfactory,l,5,9.0,8.0,5.0,16.99,1.4,4.4
seasalt cornwall,womens_dresses,very good,l,5,8.6,8.0,7.0,12.0,2.4,4.4
nike,brand_nike,new without tags,12 years,5,4.6,5.0,3.0,6.0,1.6,5.2
topshop,womens_jumpers_and_sweaters,very good,xs,5,5.2,2.0,2.0,15.0,6.4,4.5
adidas,brand_nike_tracksuit,very good,l,5,31.0,35.0,15.0,35.0,1.6,7
adidas,womens_jumpers_and_sweaters,very good,xs,5,9.81,8.03,5.0,16.0,9.4,5.2
adidas,brand_adidas_shoes,good,11.5 child | eu 30,5,4.0,4.0,3.0,5.0,5.4,5.8
next,trousers,new with tags,w34,5,9.6,9.0,5.0,14.0,1,4.3
nike,outerwear,new without tags,l,5,29.2,20.0,17.0,50.0,4.2,4.9
adidas,mens_activewear,very good,s,5,9.4,8.0,3.0,20.0,15.4,8.2
barbour,tops_and_tshirts,very good,m,5,7.5,6.0,4.5,12.0,3,3.4
marks & spencer,trousers,new without tags,w34,5,10.6,10.0,3.0,25.0,2.8,4.1
new balance,jumpers_and_sweaters,very good,l,5,8.4,9.0,5.0,13.0,1,6
new balance,outerwear,very good,m,5,12.6,12.0,10.0,16.0,1,5.1
h&m,tops_and_tshirts,very good,s,5,2.9,3.0,2.0,4.5,6.6,5.1
boohooman,jeans,new with tags,w32,5,5.2,6.0,3.0,6.0,1.2,5.8
nike,brand_nike,very good,10.5,5,28.2,25.0,15.0,49.99,3,4.8
hush,womens_jumpers_and_sweaters,very good,s,5,14.4,12.99,6.0,28.0,8,4.6
ralph lauren,brand_ralph_lauren_shirt,very good,11 years,5,5.8,5.0,3.0,10.0,4.8,7
levi's,brand_levis,satisfactory,w33,5,6.8,7.0,4.0,10.0,6,4.5
yours,womens_jumpers_and_sweaters,very good,xl,5,6.6,6.99,3.0,10.0,3.6,3.4
sisters & seekers,womens_jumpers_and_sweaters,very good,m,5,23.6,25.0,15.0,35.0,0.4,4.7
h&m,womens_dresses,new without tags,xs,5,4.7,4.0,2.5,10.0,3.6,6.5
motel rocks,womens_dresses,very good,s,5,7.4,7.0,5.0,12.0,3.4,5.2
boohoo,womens_jeans,very good,l,5,3.4,3.0,1.0,6.0,3.6,5.3
vintage dressing,womens_tops_and_tshirts,very good,m,5,10.56,12.0,1.0,19.8,1,7.3
river island,womens_tops_and_tshirts,very good,xs,5,4.8,3.0,3.0,12.0,2,4.3
nike,brand_nike,good,9.5,5,15.6,15.0,5.0,30.0,2.6,5.3
nike,brand_nike_air_max_95,very good,5 junior | eu 38,5,30.4,26.99,15.0,45.0,1.4,7.4
h&m,womens_outerwear,new without tags,m,5,13.8,15.0,7.0,20.0,2.4,6.0
apricot,womens_jumpers_and_sweaters,very good,m,5,5.2,4.0,2.0,11.0,3.2,4.6
regatta,outerwear,new with tags,m,5,14.2,15.0,10.0,20.0,2,4.7
asos,outerwear,very good,s,5,5.2,5.0,3.0,8.0,5.6,7.8
next,outerwear,very good,xxl,5,7.1,6.0,4.5,10.0,2,5.5
vintage dressing,outerwear,very good,m,5,32.8,42.0,12.0,45.0,6.8,6.3
mountain warehouse,outerwear,very good,xl,5,20.7,22.0,3.0,40.0,3.2,5.2
regatta,outerwear,very good,xxxl,5,5.5,5.0,3.0,8.0,2.4,6.1
next,outerwear,very good,s,5,16.35,8.0,3.0,48.75,2,5.8
quiz,womens_skorts,very good,s,5,2.5,2.0,1.5,5.0,4.8,6.5
karrimor,outerwear,very good,m,5,6.6,6.0,4.0,10.0,4.2,4.8
dickies,shorts,very good,w34,5,18.99,18.0,12.0,24.99,7.4,7.2
diesel,womens_jeans,very good,m,5,20.2,18.0,3.0,35.0,2.8,6.3
bershka,brand_bershka,very good,w34,5,11.4,12.0,5.0,17.0,4,5.2
jaded london,trousers,new with tags,s,5,52.0,51.0,50.0,56.0,1.4,3.9
dickies,trousers,new with tags,w32,5,13.2,12.0,8.0,20.0,3.4,4.8
unbranded,trousers,good,w32,5,16.76,16.95,14.95,17.95,3.8,0.2
unbranded,trousers,good,w38,5,17.55,17.95,16.95,17.95,3.8,3.5
glassons,womens_tops_and_tshirts,very good,xs,5,3.87,4.29,2.7,4.84,8.6,6.7
dickies,trousers,good,w44,5,9.22,9.1,5.0,12.0,3,1
next,trousers,new without tags,w34,5,4.8,4.0,2.0,10.0,0,4.2
marks & spencer,trousers,new without tags,w40,5,6.2,4.0,4.0,15.0,1.4,5.7
nike,brand_nike_tech_fleece_hoodie,very good,10 years,5,23.6,28.0,10.0,30.0,2.8,7.1
zara,trousers,very good,w34,5,9.8,6.0,5.0,25.0,1.8,4.3
jack & jones,trousers,very good,w34,5,7.2,7.5,3.0,12.0,3.4,4.9
unknown,womens_outerwear,good,s,5,11.48,6.0,5.39,30.0,7.4,5.4
uniqlo,trousers,good,m,5,9.49,7.0,3.0,21.46,4.2,4.1
zara,trousers,very good,w30,5,4.8,5.0,4.0,6.0,3.4,4.5
stradivarius,womens_jumpers_and_sweaters,very good,m,5,5.2,5.0,2.0,10.0,3.6,4.8
levi's,jeans,new without tags,w36,5,23.95,20.75,15.0,40.0,5.2,5.4
levi strauss & co.,brand_levis,very good,w40,5,11.79,12.99,7.99,14.99,1.2,3
crew clothing company,jumpers_and_sweaters,good,m,5,9.0,8.0,5.0,15.0,4,5.4
jack & jones,jeans,very good,w30,5,7.8,6.0,3.0,18.0,6,6.5
primark,jeans,very good,w32,5,2.8,3.0,2.0,4.0,3.8,5.7
unknown,womens_jumpers_and_sweaters,good,s,5,2.8,3.0,1.0,4.0,7.6,6
asos design,jeans,very good,w34,5,4.1,4.0,2.0,5.5,4.8,5.3
unknown,womens_outerwear,very good,one size,5,11.0,7.0,5.0,25.0,5.8,5.6
levi's,brand_levis,good,w28,5,11.8,10.0,7.0,16.99,6.6,4.3
ralph lauren,jeans,very good,w32,5,15.4,18.0,7.0,22.0,2,5
hollister,jeans,very good,w30,5,14.6,15.0,3.0,30.0,7.4,7.7
zara,brand_hm,very good,m,5,10.8,10.0,5.0,18.0,2.8,9
clarks,shoes,very good,10,5,13.2,12.0,5.0,25.0,3,5.5
next,jeans,new without tags,w32,5,5.4,4.0,3.0,13.0,0.2,5.3
diesel,jeans,good,w34,5,15.6,15.0,9.99,25.0,3.2,4.5
h&m,jeans,very good,w32,5,9.4,10.0,4.0,15.0,2.6,5.4
true religion,jeans,very good,w34,5,19.09,18.0,8.0,34.0,4.4,4.2
french connection,jeans,very good,w34,5,5.9,6.0,4.0,8.0,4,3.4
dorothy perkins,womens_tops_and_tshirts,very good,l,5,4.6,5.99,2.0,6.99,7,5.1
champion,tops_and_tshirts,very good,l,5,3.5,3.0,1.5,5.0,5.4,4.6
tommy hilfiger,jeans,very good,w38,5,13.6,10.0,10.0,25.0,5.2,5.7
new look,womens_outerwear,good,m,5,3.6,3.0,3.0,5.0,2.4,5.4
barbour,tops_and_tshirts,good,xl,5,6.0,5.0,3.0,12.0,5.2,4.9
vivienne westwood,tops_and_tshirts,very good,m,5,21.9,15.0,4.5,45.0,2.2,4
topman,jeans,very good,w32,5,2.6,3.0,2.0,3.0,2.8,6.3
primark,womens_tops_and_tshirts,new without tags,l,5,3.06,3.0,2.0,5.0,6.2,5.4
unknown,womens_jeans,very good,l,5,8.2,4.0,3.0,25.0,6.6,4.7
polo ralph lauren,brand_ralph_lauren_shirt,new with tags,l,5,30.3,29.0,19.5,40.0,2.6,3.3
gant,tops_and_tshirts,very good,m,5,14.4,15.0,7.0,20.0,1.8,3.1
puma,activewear,new without tags,m,5,11.4,10.0,6.0,19.99,5.4,5.5
levi's,tops_and_tshirts,very good,l,5,9.6,8.0,3.0,18.99,0.4,4.4
adidas,brand_adidas,new with tags,5,5,42.6,35.0,30.0,58.0,7.6,4.9
charles tyrwhitt,tops_and_tshirts,very good,s,5,5.8,6.0,5.0,6.0,5,6.8
stüssy,tops_and_tshirts,good,m,5,9.5,8.0,7.5,15.0,1,3.6
paul smith,tops_and_tshirts,very good,l,5,12.8,11.0,8.0,20.0,2.6,4.8
palace,brand_palace_t_shirt,good,l,5,27.2,28.0,10.0,40.0,13.2,6.8
under armour,tops_and_tshirts,very good,l,5,7.0,3.0,2.5,20.0,5.2,4.5
primark,jumpers_and_sweaters,very good,s,5,2.6,3.0,1.0,4.0,5,5.4
carhartt,brand_carhartt,good,xxl,5,14.4,14.0,10.99,19.0,3.2,5.1
jack & jones,jumpers_and_sweaters,very good,xl,5,3.65,3.25,2.0,6.0,1.8,5.3
fred perry,jumpers_and_sweaters,very good,xl,5,13.6,10.0,8.0,25.0,1.2,6.1
jack wills,jumpers_and_sweaters,very good,xl,5,5.9,5.0,4.0,8.0,3.4,5.7
lacoste,jumpers_and_sweaters,very good,l,5,16.7,12.0,10.0,32.5,1,5.8
adidas,jumpers_and_sweaters,good,s,5,5.2,5.0,3.0,8.0,3.8,6.9
hollister,jumpers_and_sweaters,very good,s,5,11.6,10.0,2.5,30.0,2,4.5
sergio tacchini,jumpers_and_sweaters,very good,s,5,23.6,25.0,16.0,29.99,3.8,3.4
unknown,womens_dresses,good,m,5,4.28,5.0,1.89,7.0,10.8,6.0
george,jeans,very good,w36,5,4.0,3.0,1.5,8.0,6.4,5.9
gym king,activewear,very good,m,5,6.3,7.5,2.0,12.0,4.8,5.8
allsaints,jumpers_and_sweaters,very good,l,5,21.6,26.0,7.0,35.0,6,5.5
crew clothing company,jumpers_and_sweaters,new with tags,m,5,25.0,20.0,20.0,40.0,0.6,4.7
tommy hilfiger,jeans,very good,w33,5,8.0,8.0,6.0,10.0,3.6,4.5
puma,shoes,very good,10,5,25.8,8.0,5.0,80.0,4.4,5.6
unknown,brand_supreme,satisfactory,unknown,5,113.4,20.0,7.0,410.0,8.4,8
pull & bear,jumpers_and_sweaters,very good,m,5,9.7,6.0,3.0,26.99,3.2,5.4
next,tops_and_tshirts,very good,15.5 in | 39 cm,5,3.1,3.0,2.5,4.0,4.8,5.5
h&m,brand_hm,good,9 years,5,4.8,3.0,3.0,10.0,7.2,6.8
river island,tops_and_tshirts,very good,s,5,3.0,2.5,2.0,5.0,4,6.2
wrangler,shorts,very good,w36,5,14.6,9.0,3.0,34.99,3.2,6.5
mango,womens_jumpers_and_sweaters,very good,s,5,5.2,4.0,2.0,12.0,2.4,4.2
free people,womens_jumpers_and_sweaters,very good,m,5,29.8,35.0,20.0,36.0,2.4,6
primark,shorts,new with tags,w36,5,5.1,5.0,3.0,8.0,4.6,4.2
new balance,shoes,good,9,5,24.2,21.0,15.0,34.99,2.8,4.8
next,shorts,new without tags,w32,5,3.3,3.0,2.0,5.0,1.6,4.4
topman,shorts,very good,w30,5,2.5,2.5,2.0,3.0,8.2,5.9
hollister,shorts,very good,s,5,4.0,3.0,2.0,8.0,4.4,5.1
superdry,shorts,very good,m,5,4.8,5.0,2.0,7.0,2,5.2
jack & jones,shorts,very good,l,5,2.3,2.0,1.0,3.5,0.8,6.2
wrangler,shorts,good,w40,5,11.1,10.5,1.0,20.0,3,4.1
ralph lauren,shorts,very good,m,5,21.82,20.0,12.0,35.0,4.8,4.4
the north face,shorts,very good,xl,5,12.7,10.0,3.5,29.0,3.4,5.4
allsaints,womens_tops_and_tshirts,very good,m,5,6.8,7.0,4.0,10.0,3.6,3.9
ralph lauren,mens_tops_and_tshirts,very good,l,5,19.2,20.0,18.0,20.0,16,9.3
boohooman,shorts,very good,w34,5,2.8,3.0,2.0,4.0,5.6,4.5
primark,womens_tops_and_tshirts,good,l,5,1.85,2.0,1.25,2.5,4,6.7
palace,brand_palace_hoodie,very good,xs,5,30.0,25.0,25.0,40.0,8.8,6.5
gildan,tops_and_tshirts,very good,s,5,9.6,11.0,4.0,12.0,1.6,4.7
diesel,jeans,good,w32,5,17.2,20.0,5.0,30.0,4.8,4.5
nike,shorts,very good,w34,5,9.19,10.0,5.0,13.95,0.8,3.6
adidas,brand_adidas_shoes,new with tags,5 junior | eu 38,5,24.0,20.0,20.0,34.99,2.6,5.6
unknown,jumpers_and_sweaters,good,m,5,6.3,6.0,3.0,10.0,7,7.7
asics,shoes,new without tags,8,5,43.0,55.0,20.0,65.0,1.8,4.6
marks & spencer,jeans,very good,w42,5,3.8,4.0,3.0,5.0,4.2,5.8
asics,shoes,new without tags,9,5,62.6,60.0,43.0,85.0,0.6,3.8
carhartt,brand_carhartt_jacket,good,6 years,5,20.6,18.0,18.0,27.0,6,7.9
polo ralph lauren,brand_ralph_lauren_polo_shirt,very good,24-36 months,5,7.8,6.0,5.0,15.0,1.4,4.6
saucony,shoes,very good,8.5,5,62.4,67.0,40.0,75.0,2.6,4.9
new balance,shoes,very good,6,5,28.6,16.0,12.0,60.0,1.6,5.4
nike,brand_nike_hoodie,good,12 years,5,3.2,3.0,3.0,4.0,3.4,7.8
ben sherman,outerwear,very good,l,5,20.4,15.0,8.0,45.0,1.6,6.1
topman,tops_and_tshirts,very good,m,5,3.4,3.0,2.0,5.0,6,4.7
reiss,outerwear,very good,m,5,46.6,50.0,25.0,60.0,8.4,5.5
next,shoes,very good,10,5,8.8,10.0,4.0,12.0,2.8,5.4
dickies,trousers,very good,w40,5,16.2,15.0,10.0,25.0,3.2,6.3
nike,brand_nike,new with tags,7,5,36.2,43.0,10.0,45.0,2.2,4.8
next,trousers,new with tags,w32,5,9.3,10.0,8.0,10.0,1.4,4.6
montbell,outerwear,very good,l,5,52.8,57.5,28.5,90.0,2,6.1
primark,womens_jeans,new without tags,s,5,3.9,3.0,2.0,9.0,4.6,6.0
nike,shoes,new with tags,12,5,37.0,40.0,13.0,47.0,5.6,3.9
polo ralph lauren,shorts,very good,w40,5,21.0,20.0,12.99,30.0,8.4,9
adidas,shoes,very good,7.5,5,16.6,14.0,10.0,29.99,4.4,5.7
champion,jumpers_and_sweaters,good,s,5,6.2,5.0,3.0,12.0,3.6,4.1
dorothy perkins,womens_jeans,very good,s,5,2.5,2.0,1.0,5.0,6.8,5.2
urban outfitters,jumpers_and_sweaters,very good,m,5,12.2,12.0,8.0,15.0,5.6,4.4
adidas,shoes,new without tags,8,5,20.0,15.0,10.0,40.0,2.8,6
jack & jones,shorts,very good,xl,5,3.8,3.0,3.0,6.0,2.6,6.5
zara,jumpers_and_sweaters,new without tags,s,5,8.6,10.0,3.0,15.0,1.6,5.7
castore,activewear,very good,m,5,6.3,5.0,4.0,11.5,2.8,5.3
polo ralph lauren,brand_polo_ralph_lauren,good,7,5,8.2,8.0,6.0,10.0,4.4,7.5
adidas,activewear,new with tags,xl,5,18.88,10.0,6.0,55.0,3,3.9
montirex,activewear,new with tags,m,5,36.4,29.99,24.0,50.0,3.6,4.6
castore,activewear,new with tags,m,5,7.6,8.0,5.99,10.0,3.4,5.0
adidas,activewear,new without tags,l,5,17.6,10.0,6.0,35.0,5,5.1
f&f,womens_jumpers_and_sweaters,new without tags,l,5,5.4,6.0,4.0,6.0,2,5.1
asos design,trousers,very good,w32,5,10.4,10.0,4.0,20.0,4,6.1
umbro,activewear,good,l,5,27.4,25.0,22.0,35.0,7,5.9
stradivarius,womens_dresses,very good,s,5,7.8,4.0,3.0,25.0,3.4,5.5
adidas,mens_activewear,very good,l,5,11.2,10.0,3.0,23.0,15.4,7.6
mango,womens_dresses,very good,l,5,8.3,8.5,3.0,15.0,1.6,5.1
river island,womens_jeans,new with tags,m,5,12.2,12.0,7.0,20.0,4.6,5.3
nike,brand_nike,new without tags,5,5,31.2,20.0,6.0,60.0,2.4,4.9
primark,womens_outerwear,very good,xl,5,8.9,4.0,3.0,22.0,4.2,5.8
marks & spencer,tops_and_tshirts,new without tags,l,5,5.2,5.0,4.0,8.0,1,5.8
denim co,shorts,good,w34,5,2.2,2.0,2.0,3.0,4.2,7.9
seasalt cornwall,womens_tops_and_tshirts,very good,l,5,7.45,7.5,4.0,10.0,2,4.1
berghaus,activewear,very good,xl,5,18.0,25.0,7.0,25.0,1,3.5
nike,brand_nike_t_shirt,good,7 years,5,3.6,3.0,3.0,5.0,0.6,5.2
ororo,womens_outerwear,very good,l,5,69.32,70.0,39.6,87.0,12.6,10
nike,brand_nike_tracksuit,very good,14 years,5,7.6,6.0,4.0,15.0,4.6,4.9
bershka,womens_jeans,very good,xs,5,16.4,17.0,5.0,25.0,10.4,5.5
castore,activewear,new with tags,xl,5,16.7,20.0,4.5,25.0,6.2,5.4
new balance,activewear,very good,xl,5,8.4,6.0,5.0,18.0,0.4,5.1
carhartt,brand_carhartt_t_shirt,new without tags,4 years,5,10.0,10.0,10.0,10.0,2.8,6.2
nike,activewear,very good,xxxl,5,15.0,8.0,5.0,45.0,7.2,6.1
ralph lauren,brand_ralph_lauren_polo_shirt,satisfactory,s,5,8.0,5.0,5.0,14.99,5,4
nautica,jumpers_and_sweaters,very good,m,5,9.1,8.0,4.99,17.5,7.6,8
supreme,brand_supreme_t_shirt,good,s,5,23.0,20.0,10.0,50.0,9.2,6.6
sondico,activewear,very good,l,5,2.3,2.0,1.5,3.0,1.2,8.7
skechers,shoes,very good,11,5,20.06,22.0,10.0,25.0,1.2,4.1
mint velvet,womens_jumpers_and_sweaters,very good,s,5,15.4,11.0,7.0,38.0,4.8,4.5
nike,brand_nike,good,8.5,5,22.2,20.0,10.0,35.0,4.8,4.8
tu,womens_outerwear,new without tags,m,5,10.4,8.0,4.0,20.0,0.2,4.4
nike,mens_shoes,good,9,5,17.6,15.0,3.0,35.0,15.2,6.4
h&m,womens_outerwear,good,m,5,4.4,4.0,3.0,6.0,5,6.3
h&m,brand_hm,new without tags,6 years,5,4.8,4.5,3.0,7.0,5.2,7.9
simply be,womens_dresses,very good,xl,5,4.1,3.5,3.0,6.0,3.4,5.3
boden,womens_jeans,very good,m,5,9.2,9.5,5.5,15.0,1.8,4.9
adidas,brand_adidas,new without tags,one size,5,6.0,5.0,3.99,10.0,0.6,4.5
