listing_id,url,platform,category,title,current_price,original_price,price_drops,last_price_change,currency,brand,size,condition,imageUrl,first_seen,last_seen,status,date_disappeared,consecutive_misses
16741,https://www.vinted.co.uk/items/9809989465-brown-plt-co-ord-set?referrer=catalog,Vinted,womens_dresses,Brown plt co ord set,6.00,6.00,0,,GBP,PrettyLittleThing,M / UK 12-14,Very good,https://images1.vinted.net/t/06_018fd_5zPw1XHRvpNbTZJJmGHh1N6R/310x430/b0907de7.webp?s=e8fbc211d41ad31977a840578cbea3f514f17a97,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16742,https://www.vinted.co.uk/items/9809634311-knitted-dress?referrer=catalog,Vinted,womens_dresses,Knitted Dress,2.00,2.00,0,,GBP,Shein,L / UK 16-18,Very good,https://images1.vinted.net/t/05_01c99_ZYuZqnXWUayoD1AtmcwU6oyz/310x430/13485085.webp?s=3a85b700bf87e29a1a4fb48fe9b3455db70e70a0,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16743,https://www.vinted.co.uk/items/9809939758-t-shirt-knee-length-dress?referrer=catalog,Vinted,womens_dresses,T shirt knee length dress,6.00,6.00,0,,GBP,,XL / UK 20-22,New without tags,https://images1.vinted.net/t/01_00051_jXayqaoiTs89DUQDK32gR9Ym/310x430/ca185231.webp?s=fb27302b306536666d20de29d020e1b041af2e88,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16744,https://www.vinted.co.uk/items/9809912752-navy-cotton-denim-shirt-dress?referrer=catalog,Vinted,womens_dresses,Navy Cotton Denim Shirt Dress,3.00,3.00,0,,GBP,Velvet Heart,S / UK 8-10,Very good,https://images1.vinted.net/t/01_00bb0_LQvKeJUiBLQywk8iRUKZmkXS/310x430/2001fb02.webp?s=03096e55b8c8cb1c87bbade6c0dad3e634a2d2ca,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16745,https://www.vinted.co.uk/items/9810608281-black-etam-midi-dress-y2k?referrer=catalog,Vinted,womens_dresses,Black etam midi dress y2k,8.00,8.00,0,,GBP,Etam,L / UK 16-18,Good,https://images1.vinted.net/t/04_01b58_AvhcTGA9qokVW98HSG6R9UNS/310x430/ac195abf.webp?s=3b046e5dd5fbc65560d9f4c306e358332d6514ab,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16746,https://www.vinted.co.uk/items/9810990220-long-dress-fully-lined?referrer=catalog,Vinted,womens_dresses,Long dress fully lined,7.00,7.00,0,,GBP,Love & Roses,M / UK 12-14,Very good,https://images1.vinted.net/t/01_0195d_yvP9WbaXzxwUT9u1naVeN1iV/310x430/eeaa6727.webp?s=50ef0ac09c8e82b6db16287349341f6fe8f8c8ca,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16747,https://www.vinted.co.uk/items/9810776460-womans-shein-dress?referrer=catalog,Vinted,womens_dresses,Woman's SHEIN dress,6.00,6.00,0,,GBP,Shein,M / UK 12-14,New without tags,https://images1.vinted.net/t/01_01cd2_ZMp1VBPEWBK5XBhBbLKVbTLY/310x430/a53478c7.webp?s=17d0b3027109fb940e60dd470b4ea1d1c908aa92,2026-08-28T21:49:40.127258+00:00,2026-08-29T04:54:07.578932+00:00,active,,0
16748,https://www.vinted.co.uk/items/9810298005-red-dress-new-without-tags?referrer=catalog,Vinted,womens_dresses,Red dress new without tags,2.00,2.00,0,,GBP,George,XL / UK 20-22,New without tags,https://images1.vinted.net/t/05_0091f_FxNPisJ3r8Hvo26z14whNSxG/310x430/de706c8d.webp?s=745ad2fb5168ac1c5f4abce695f33a5a82381dbe,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16749,https://www.vinted.co.uk/items/9810710892-flowery-george-mini-dress?referrer=catalog,Vinted,womens_dresses,Flowery George mini dress,1.50,1.50,0,,GBP,George,M / UK 12-14,New without tags,https://images1.vinted.net/t/06_01713_1Fo6KiFQFe58G2mT7NVL974S/310x430/1f579891.webp?s=48810891549a687b371d7f839361f35ba0ee08bc,2026-08-28T21:49:40.127258+00:00,2026-08-29T04:54:00.927351+00:00,active,,0
16750,https://www.vinted.co.uk/items/9809504561-multi-colour-crochet-back-zara-dress-large-uk-12?referrer=catalog,Vinted,womens_dresses,Multi colour crochet back Zara dress Large UK 12,13.00,13.00,0,,GBP,Zara,L / UK 16-18,New with tags,https://images1.vinted.net/t/03_0084a_6fK28zWBaA2r1ruMpiHmBMfy/310x430/a385a781.webp?s=8c6fa11d4cebe4ab8cf63812636d6654c531f786,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16751,https://www.vinted.co.uk/items/9809944161-red-oh-polly-dress?referrer=catalog,Vinted,womens_dresses,red oh polly dress,18.00,18.00,0,,GBP,Oh Polly,S / UK 8-10,Very good,https://images1.vinted.net/t/01_01948_9vqzXaJ29d6wAeGLAqaK9XZG/310x430/4e0f9c55.webp?s=86a239ced1a7cb938fef5b7697df99b7ea8ab1d0,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16752,https://www.vinted.co.uk/items/9810607842-faux-pearl-backless-a-line-dress?referrer=catalog,Vinted,womens_dresses,Faux pearl backless a line dress,5.00,5.00,0,,GBP,,S / UK 8-10,Very good,https://images1.vinted.net/t/06_01273_LWcFknWFAAVKT3MpCKvrVEuR/310x430/9b094466.webp?s=dbfd4e0f0af4e28f30611072be78898e10961a7e,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16753,https://www.vinted.co.uk/items/9810802949-deep-red-sequins-dress?referrer=catalog,Vinted,womens_dresses,Deep red sequins dress,7.00,7.00,0,,GBP,,XL / UK 20-22,Very good,https://images1.vinted.net/t/05_01b19_9ApqkuhiXekq5r1WNrhXuFpE/310x430/afb362ae.webp?s=2c9371fb9a49e2c0a858b0992a53d9ae95c75425,2026-08-28T21:49:40.127258+00:00,2026-08-29T04:54:15.640633+00:00,active,,0
16754,https://www.vinted.co.uk/items/9810510843-blue-dress-with-waist-tie?referrer=catalog,Vinted,womens_dresses,Blue dress with waist tie,5.99,5.99,0,,GBP,Crew Clothing Company,M / UK 12-14,Very good,https://images1.vinted.net/t/06_0055c_HRmx2Dz4d48EbpXRhK5pTp2B/310x430/96a2818d.webp?s=8dd98bd688c60e92b299ff2ff6920128f7045525,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16755,https://www.vinted.co.uk/items/9809335016-star-by-julien-macdonald-leopard-animal-print-beaded-halter-top-dress-size-uk-12?referrer=catalog,Vinted,womens_dresses,Star by Julien Macdonald Leopard Animal Print Beaded Halter Top Dress Size UK 12,3.00,3.00,0,,GBP,Star by Julien Macdonald,M / UK 12-14,Very good,https://images1.vinted.net/t/04_00eeb_pJST6gkYXNTLh3YLfM7AtxNm/310x430/98fe8ff2.webp?s=70cb0545fed79a1fcacd3dd1fcd0de144f549772,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16756,https://www.vinted.co.uk/items/9809461059-asos-dress?referrer=catalog,Vinted,womens_dresses,ASOS dress,6.00,6.00,0,,GBP,ASOS Design,M / UK 12-14,New with tags,https://images1.vinted.net/t/02_00e93_96VjDPXiN9HpVznvbmAkwQWW/310x430/0059ebe7.webp?s=23e925b977927dfb27dfea7391a04498f62418ac,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16757,https://www.vinted.co.uk/items/9795384100-fitted-little-black-dress?referrer=catalog,Vinted,womens_dresses,Fitted Little Black Dress,4.00,4.00,0,,GBP,Dorothy Perkins,XS / UK 4-6,Very good,https://images1.vinted.net/t/06_006a3_Pd7xeTzwVfvH2KSvGxHDvygY/310x430/8a2475f5.webp?s=c3d48df8d055df22c608c4ca50eacca083d9e095,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16758,https://www.vinted.co.uk/items/9810466607-hm-edition-antique-rose-lace-slip-dress?referrer=catalog,Vinted,womens_dresses,H&M Edition Antique Rose Lace Slip Dress,12.00,12.00,0,,GBP,H&M,L / UK 16-18,New with tags,https://images1.vinted.net/t/02_01c4a_wAuvGk97mxzvL8WHaJyjHcqN/310x430/645d45c0.webp?s=1f71c3c317511409e7de894b8c0e4efa25b9c4e1,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16759,https://www.vinted.co.uk/items/9809895384-asian-ladies-outfit?referrer=catalog,Vinted,womens_dresses,Asian ladies outfit,10.00,10.00,0,,GBP,Indian,L / UK 16-18,Very good,https://images1.vinted.net/t/06_02022_KovcMB8eqcTRxybVcdDKrbou/310x430/b05e3eec.webp?s=6ecfecb0eba7e11d3fd4668efbf9f50f608ed464,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16760,https://www.vinted.co.uk/items/9809333412-ribbed-midi-dress-collared-v-neckline-and-short-sleeves?referrer=catalog,Vinted,womens_dresses,"Ribbed midi dress, collared V-neckline and short sleeves.",8.00,8.00,0,,GBP,Marks & Spencer,XL / UK 20-22,Very good,https://images1.vinted.net/t/04_01288_sz9pd4ntAY8duzDuskPAnDU5/310x430/bf8bb9e2.webp?s=698fa15b89f94fa875d6dee773cb59eb7310f40d,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16761,https://www.vinted.co.uk/items/9810220047-leather-mini-dress?referrer=catalog,Vinted,womens_dresses,Leather Mini Dress,4.00,4.00,0,,GBP,Stradivarius,M / UK 12-14,Very good,https://images1.vinted.net/t/05_00d6f_EhjioFKgaMk1DuSEX5eEK1a1/310x430/8a4da882.webp?s=91f34506a1e1243dcb4060e45361cf4184d02a6c,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16762,https://www.vinted.co.uk/items/9811358864-definitions-yellow-floral-summer-dress-size-14?referrer=catalog,Vinted,womens_dresses,Definitions yellow floral summer dress size 14,2.00,2.00,0,,GBP,Definitions,M / UK 12-14,Very good,https://images1.vinted.net/t/04_01b8b_YrKPNAzq2c5nV7Be38uSM2sT/310x430/924b4148.webp?s=1e12b707ab91d42e7b791519068b7239240d5edb,2026-08-28T21:49:40.127258+00:00,2026-08-29T04:54:00.927351+00:00,active,,0
16763,https://www.vinted.co.uk/items/9811091247-black-halter-dress?referrer=catalog,Vinted,womens_dresses,Black halter dress,3.00,3.00,0,,GBP,Source Unknown,M / UK 12-14,Good,https://images1.vinted.net/t/02_01a4e_QTA61VPge9rgjVMzK9VjqXdu/310x430/340742d3.webp?s=97afe3529f50d2f2e0c8b773111a7fb54efe11cf,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16764,https://www.vinted.co.uk/items/9809709842-ladies-long-lipsy-denim-dress-size-10?referrer=catalog,Vinted,womens_dresses,Ladies long Lipsy denim dress size 10,6.00,6.00,0,,GBP,Lipsy,S / UK 8-10,Very good,https://images1.vinted.net/t/06_01566_YDHNGQLioBAFHUejV8Ke6t7z/310x430/3a144cc5.webp?s=e9682550c118b37fe974ad4ce6650a1c365b4244,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16765,https://www.vinted.co.uk/items/6646865764-size-8-burgundy-dress?referrer=catalog,Vinted,womens_dresses,Size 8 burgundy dress,4.00,4.00,0,,GBP,Primark,S / UK 8-10,Very good,https://images1.vinted.net/t/01_007f8_bEvgDWLMmcDAtTdYfHF7brHA/310x430/a3dc3644.webp?s=4e72d1f3895775f86c65fe77cf071e16579bf69b,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16766,https://www.vinted.co.uk/items/9809673183-little-black-dress?referrer=catalog,Vinted,womens_dresses,Little black dress,3.00,3.00,0,,GBP,George,L / UK 16-18,Very good,https://images1.vinted.net/t/02_002e2_muxfHixhEHbXmsnx9nviTqVL/310x430/49aae5f6.webp?s=19ef2cd303bed0be22cead04d7222e43b458e605,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16767,https://www.vinted.co.uk/items/9811256013-mango-summer-dress?referrer=catalog,Vinted,womens_dresses,Mango summer dress,5.00,5.00,0,,GBP,Mango,S / UK 8-10,Very good,https://images1.vinted.net/t/06_0245e_QzGXfswH9dagAymCXCuY7rYW/310x430/f7b2ba59.webp?s=fbbe1a6ffbad7c270ef5059e40e39c38b6af821a,2026-08-28T21:49:40.127258+00:00,2026-08-29T04:54:15.640633+00:00,active,,0
16768,https://www.vinted.co.uk/items/9809962977-creamburgundy-apricot-maxi-boho-dress-size-16?referrer=catalog,Vinted,womens_dresses,Cream/burgundy Apricot maxi boho dress size 16,8.00,8.00,0,,GBP,Apricot,L / UK 16-18,New without tags,https://images1.vinted.net/t/04_0233a_8rvDXoMdeEUUAvbf6aFeSYrn/310x430/de2df904.webp?s=c7b996bbb3f92f4ccd90ed7dbc44ddbbc5deeda7,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16769,https://www.vinted.co.uk/items/9809274113-red-cargo-style-dress?referrer=catalog,Vinted,womens_dresses,Red cargo style dress,20.00,20.00,0,,GBP,AMOUR,M / UK 12-14,Very good,https://images1.vinted.net/t/06_003ad_TtvqV6CXT8rk25vwF4ZmZFmT/310x430/1b2ff2c5.webp?s=a704fcfe5844ef7463a83fab3a8f588d83cda880,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16770,https://www.vinted.co.uk/items/9811410006-karen-millen-pink-dress-size-8-rrp-ps89?referrer=catalog,Vinted,womens_dresses,Karen Millen Pink Dress Size 8 RRP £89,20.00,20.00,0,,GBP,Karen Millen,S / UK 8-10,Very good,https://images1.vinted.net/t/06_01afc_ek99BmKMJTfwkQHA2bK2ecxf/310x430/a0962941.webp?s=a180e2c928e3b6af364cec9ea000664a28b6a20a,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16771,https://www.vinted.co.uk/items/9810435422-navy-blue-white-lace-trip-midi-dress?referrer=catalog,Vinted,womens_dresses,Navy blue white lace trip midi dress,3.00,3.00,0,,GBP,Source Unknown,M / UK 12-14,Very good,https://images1.vinted.net/t/06_01737_gsq3htQtyvXJn4T74UvnQjKX/310x430/6eabfb94.webp?s=c058ef68881b0d06dc22c47160b829fae4fc8279,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16772,https://www.vinted.co.uk/items/9809217572-red-linen-playsuit?referrer=catalog,Vinted,womens_dresses,Red linen playsuit,10.00,10.00,0,,GBP,ASOS,L / UK 16-18,New without tags,https://images1.vinted.net/t/01_01a55_1KFAMnSdBXJUTwyq2RrAuDyQ/310x430/1d224468.webp?s=783adeb2734f0711f0ee0e9e5648d4f92ac9397e,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16773,https://www.vinted.co.uk/items/9810038391-halterneck-dress?referrer=catalog,Vinted,womens_dresses,Halterneck Dress,3.00,3.00,0,,GBP,Shein,M / UK 12-14,New without tags,https://images1.vinted.net/t/03_0054f_tauKyD6HW8vuPPrHUu4uJyLj/310x430/8ff021d4.webp?s=78dcf83ba69163b1e50bfc33177ae1cd371c5c4c,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16774,https://www.vinted.co.uk/items/9809411540-sleeveless-dress-size-20?referrer=catalog,Vinted,womens_dresses,Sleeveless Dress- Size 20,3.00,3.00,0,,GBP,F&F,XL / UK 20-22,Very good,https://images1.vinted.net/t/02_02166_8QBsT211gybMKhB4gxr3rnqH/310x430/51ac1f26.webp?s=bb5ccb277d278f525d22a5d7df4a8e78af8fa7d6,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16775,https://www.vinted.co.uk/items/9810873794-yellow-dress?referrer=catalog,Vinted,womens_dresses,Yellow dress,3.00,3.00,0,,GBP,Shein,S / UK 8-10,Very good,https://images1.vinted.net/t/06_00fc2_WSsmUQLaV1YbrX6LiJj1PAzP/310x430/ab8dc3db.webp?s=76bb1659eff78ca30c1330faa723b0602755c82f,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16776,https://www.vinted.co.uk/items/9810723454-dress?referrer=catalog,Vinted,womens_dresses,Dress,2.00,2.00,0,,GBP,Primark,M / UK 12-14,Very good,https://images1.vinted.net/t/02_018e1_38Q6FgwEJbCUbSDTLQdex3wy/310x430/33949ce0.webp?s=7c5d0462f78d6801d10df5582e27fdffaa9d813d,2026-08-28T21:49:40.127258+00:00,2026-08-29T04:54:23.911320+00:00,active,,0
16777,https://www.vinted.co.uk/items/9810071841-pink-and-brown-jane-norman-dress?referrer=catalog,Vinted,womens_dresses,Pink and Brown Jane Norman Dress,8.00,8.00,0,,GBP,Jane Norman,M / UK 12-14,New with tags,https://images1.vinted.net/t/06_00206_F3gErYYbD7M3EHRePLs8MSLK/310x430/0e3923be.webp?s=2d72d871be10d69f4b0f5d9654fafd655e5abeb4,2026-08-28T21:49:40.127258+00:00,2026-08-28T21:49:40.127258+00:00,active,,1
16778,https://www.vinted.co.uk/items/9805394077-zara-skort?referrer=catalog,Vinted,womens_skorts,Zara skort,22.00,22.00,0,,GBP,Zara,S / UK 8-10,Very good,https://images1.vinted.net/t/06_01b32_FvMWiw2C4SsYJbDDBWrusjxb/310x430/066720e1.webp?s=a3aa58ec667a9118778ff7960b4ff429b61df888,2026-08-28T21:49:47.166226+00:00,2026-08-29T04:54:40.288637+00:00,active,,0
16779,https://www.vinted.co.uk/items/9752557436-love-too-true-leopard-pleated-skort?referrer=catalog,Vinted,womens_skorts,Love Too True Leopard Pleated Skort,18.00,18.00,0,,GBP,Love Too True,S / UK 8-10,New with tags,https://images1.vinted.net/t/05_0226e_ZsbkuCJ9Aw3yJ8PAEbjcAy32/310x430/496f6997.webp?s=9aa48e2cdbe6ce8bdca8c53a6a4695ffa45020b3,2026-08-28T21:49:47.166226+00:00,2026-08-29T04:54:40.288637+00:00,active,,0
16780,https://www.vinted.co.uk/items/9311156107-beautiful-white-and-black-bandana-print-skort-one-size-14-22?referrer=catalog,Vinted,womens_skorts,Beautiful white and black bandana print skort One Size 14-22,16.50,16.50,0,,GBP,Porte à Porte,One size,New with tags,https://images1.vinted.net/t/06_023b6_CWJD5kbquuT2XRC1ekBHPov3/310x430/776f0fba.webp?s=45899cdff6d78a54738d188942d81162a2e8b029,2026-08-28T21:49:47.166226+00:00,2026-08-29T04:54:40.288637+00:00,active,,0
16781,https://www.vinted.co.uk/items/9001600227-brand-new-asos-black-polka-dot-mini-skort-size-14?referrer=catalog,Vinted,womens_skorts,"brand new ASOS black polka dot mini skort, size 14",17.00,17.00,0,,GBP,ASOS,M / UK 12-14,New without tags,https://images1.vinted.net/t/05_0000e_rLi65joJzjD3ko1LJRDaHQVn/310x430/fe7e37e3.webp?s=2e70ea1206bb6abd42b79d55eb9950b18c3f5cd1,2026-08-28T21:49:47.166226+00:00,2026-08-29T04:54:40.288637+00:00,active,,0
16782,https://www.vinted.co.uk/items/9810958836-stradivarius-denim-green-skort-size-10?referrer=catalog,Vinted,womens_skorts,stradivarius denim green skort size 10,9.00,9.00,0,,GBP,Stradivarius,S / UK 8-10,Very good,https://images1.vinted.net/t/06_000b8_NXiqqYHuEGsaGLJ3nkVFQR4M/310x430/8e1ba2f4.webp?s=09f2c003a96050512aae6e20bffb5db3c3e23773,2026-08-28T21:49:47.166226+00:00,2026-08-29T04:54:40.288637+00:00,active,,0
16783,https://www.vinted.co.uk/items/9311158316-gorgeous-bandana-print-skort-one-size-14-22?referrer=catalog,Vinted,womens_skorts,Gorgeous bandana print skort One Size 14-22,16.50,16.50,0,,GBP,Porte à Porte,One size,New with tags,https://images1.vinted.net/t/05_0026f_nt24gT61knkwgZy7zMJEap9m/310x430/380296f2.webp?s=00b55386128f5624405c5399e9edd22eee43c6a2,2026-08-28T21:49:47.166226+00:00,2026-08-29T04:54:40.288637+00:00,active,,0
16784,https://www.vinted.co.uk/items/9811663103-shein-black-and-white-polka-dot-skort-size-l?referrer=catalog,Vinted,womens_skorts,SHEIN black and white polka dot skort - size L,3.00,3.00,0,,GBP,Shein,L / UK 16-18,Very good,https://images1.vinted.net/t/03_0069a_cmR6zcjvJGWJ898VgHDxFxZX/310x430/df9e48ba.webp?s=75e9c08b1ee234c51ceb5165e139795f80733d1d,2026-08-28T21:49:56.359402+00:00,2026-08-28T21:49:56.359402+00:00,active,,1
16785,https://www.vinted.co.uk/items/9811282372-tennisgolf-skort?referrer=catalog,Vinted,womens_skorts,Tennis/golf skort,4.00,4.00,0,,GBP,,M / UK 12-14,New without tags,https://images1.vinted.net/t/02_016ef_4WwDe9Wjy96Xb76gWrf3RdWu/310x430/5d87cd91.webp?s=4f5a5220455da7b6e57098305375431a6007bcb4,2026-08-28T21:49:56.359402+00:00,2026-08-28T21:49:56.359402+00:00,active,,1
16786,https://www.vinted.co.uk/items/9786108072-euc-hm-skort-size-xs?referrer=catalog,Vinted,womens_skorts,EUC H&M skort size XS,1.49,1.49,0,,GBP,H&M,XS / UK 4-6,Good,https://images1.vinted.net/t/06_00592_cJ2UtwVCffomZ4zxqguP7BTu/310x430/af8873ad.webp?s=404061ceed1390822316a0d53d38384b3b12e2f9,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:54:49.756073+00:00,active,,0
16787,https://www.vinted.co.uk/items/9811276713-zara-brown-ruffle-skort?referrer=catalog,Vinted,womens_skorts,Zara brown ruffle skort,8.00,8.00,0,,GBP,Zara,M / UK 12-14,New with tags,https://images1.vinted.net/t/06_008b7_cDQRhaYNNriECAeCnxpkbpU1/310x430/a43650f4.webp?s=b958afb4230b30ed01c952d8607d721ee2c12229,2026-08-28T21:49:56.359402+00:00,2026-08-28T21:49:56.359402+00:00,active,,1
16788,https://www.vinted.co.uk/items/9805523924-body-suit-m,Vinted,womens_skorts,Zara,16.99,16.99,0,,GBP,Zara,M / UK 12-14,New with tags,https://images1.vinted.net/t/06_01aeb_DZMTbuiTmjdJv9N8QLkXSeAP/310x430/1787918426.webp?s=85e2a685ef27c458a6d5f262ac70e4b9a592366b,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:55:42.072804+00:00,active,,0
16789,https://www.vinted.co.uk/items/9811274302-stradivarius-denim-skort-12?referrer=catalog,Vinted,womens_skorts,Stradivarius denim skort 12,5.00,5.00,0,,GBP,Stradivarius,M / UK 12-14,Very good,https://images1.vinted.net/t/06_016f9_3wCX653zQzA3kchvuZnqGhWz/310x430/23c50764.webp?s=a1ac8152c3914da8da4df9b4b33606bd64334b53,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:54:49.756073+00:00,active,,0
16790,https://www.vinted.co.uk/items/9810765210-black-zara-skort?referrer=catalog,Vinted,womens_skorts,Black zara skort,4.00,4.00,0,,GBP,Zara,S / UK 8-10,New without tags,https://images1.vinted.net/t/02_00f7f_rn4oDE2Z9gbM3k4vM9TDK2zZ/310x430/39da67ed.webp?s=6ee6624fe88c5412795709a4c9289765a1c20028,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:54:40.288637+00:00,active,,0
16791,https://www.vinted.co.uk/items/9794450492-grey-zara-skort-size?referrer=catalog,Vinted,womens_skorts,Grey Zara Skort Size,12.00,12.00,0,,GBP,Zara,L / UK 16-18,New without tags,https://images1.vinted.net/t/02_00bda_Zv6fVXCQMpGB9ixdsegxaMfn/310x430/89a15c46.webp?s=145bc3f5cbabb973b858c2de6d6af73f88377f41,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:54:49.756073+00:00,active,,0
16792,https://www.vinted.co.uk/items/9811188156-charcoal-skort-size-6?referrer=catalog,Vinted,womens_skorts,Charcoal skort size 6,2.00,2.00,0,,GBP,Primark,XS / UK 4-6,New with tags,https://images1.vinted.net/t/05_000c4_GvGma9i1Mk21CDoWTaKDUANk/310x430/1a033a7a.webp?s=93b090a7c9bc4da84cd91af0c541bcc578d927bb,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:54:40.288637+00:00,active,,0
16793,https://www.vinted.co.uk/items/9811035098-black-ruched-skort?referrer=catalog,Vinted,womens_skorts,Black Ruched Skort,2.00,2.00,0,,GBP,Shein,S / UK 8-10,Very good,https://images1.vinted.net/t/05_0246a_VwXmojeCNf4EvhYhLMqsUoar/310x430/3b01bd8f.webp?s=751ff3c39a1a5155535103cd49025e9d6f66455e,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:54:49.756073+00:00,active,,0
16794,https://www.vinted.co.uk/items/9811009248-stradivarius-skort?referrer=catalog,Vinted,womens_skorts,Stradivarius Skort,3.00,3.00,0,,GBP,Stradivarius,Other,Very good,https://images1.vinted.net/t/02_02707_yCVGdFWMFnfFsHpLNKojj8uG/310x430/411890d4.webp?s=763a440a8bbec69a9e53075156b9059add784f92,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:54:49.756073+00:00,active,,0
16795,https://www.vinted.co.uk/items/9807580095-two-piece-skort-set?referrer=catalog,Vinted,womens_skorts,Two piece skort set,4.00,4.00,0,,GBP,Shein,M / UK 12-14,New without tags,https://images1.vinted.net/t/06_01500_X7TRStUP497EfZpfHrG5xKMg/310x430/88a41255.webp?s=ddcb0556f688d8274c14e4419235abb9918394ec,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:54:49.756073+00:00,active,,0
16796,https://www.vinted.co.uk/items/9811321107-ping-golf-skort?referrer=catalog,Vinted,womens_skorts,Ping golf skort,4.00,4.00,0,,GBP,Ping,S / UK 8-10,Good,https://images1.vinted.net/t/05_008fb_uHdJmF7SSzz3eJBnxiZe3MVZ/310x430/ad4599be.webp?s=4323775623383175b9eb257c6649b12e71b76560,2026-08-28T21:49:56.359402+00:00,2026-08-28T21:49:56.359402+00:00,active,,1
16797,https://www.vinted.co.uk/items/9811659850-purple-tartan-skort?referrer=catalog,Vinted,womens_skorts,Purple tartan skort,4.00,4.00,0,,GBP,Bershka,M / UK 12-14,New without tags,https://images1.vinted.net/t/05_0025f_pTSu7bocq13PGQPwVC2erpFs/310x430/87cbe868.webp?s=c73b5377c2e7191226991b240e054874c594b93e,2026-08-28T21:49:56.359402+00:00,2026-08-28T21:49:56.359402+00:00,active,,1
16798,https://www.vinted.co.uk/items/9810991879-eye-catching-skort-in-a-beautiful-orange-colour-from-primark-size-14?referrer=catalog,Vinted,womens_skorts,Eye catching skort in a beautiful orange colour from Primark.  Size 14,1.50,1.50,0,,GBP,Primark,M / UK 12-14,Good,https://images1.vinted.net/t/06_01262_qY8LTQZgmQtBsVdxhwvHypCQ/310x430/e02983a4.webp?s=9738e0f60bf55c89fff21a63bc39949bc635431e,2026-08-28T21:49:56.359402+00:00,2026-08-29T04:54:49.756073+00:00,active,,0
16799,https://www.vinted.co.uk/items/9811134718-zara-skort-size-medium?referrer=catalog,Vinted,womens_skorts,Zara Skort Size Medium,5.00,5.00,0,,GBP,Zara,M / UK 12-14,Good,https://images1.vinted.net/t/06_025ba_2P29PAQM4AJDmgr3Ykgj7YdB/310x430/eb85f05b.webp?s=4d5d75b3b60f638ef2fce9bbfd3566acb5da096b,2026-08-28T21:50:03.919092+00:00,2026-08-29T04:54:49.756073+00:00,active,,0
