listing_id,url,title,brand,category,condition,size,current_price,group_avg_price,estimated_profit,pct_below_avg,group_avg_days_to_disappear,group_sample_size,resale_score
455835,https://www.vinted.co.uk/items/9480938838-jeans?referrer=catalog,Jeans,Diesel,jeans,Very good,W30,13.0,19.34,6.34,32.8,4.5,10,40.7
421480,https://www.vinted.co.uk/items/9911986312-nike-airmax-mens-trainers-size-95uk?referrer=catalog,Nike AirMax men’s trainers size 9.5uk,Nike,shoes,Very good,9.5,23.0,33.85,10.85,32.1,4.3,30,40.7
491853,https://www.vinted.co.uk/items/9949584261-montirex-hooded-windbreaker-jacket-bluenavy-size-s?referrer=catalog,Montirex Hooded Windbreaker Jacket Blue/Navy size S,Montirex,outerwear,Very good,S,10.0,15.89,5.89,37.1,5.6,9,40.7
495265,https://www.vinted.co.uk/items/9950100707-puma-king-mens-trainers-size-uk-10?referrer=catalog,"Puma King Mens Trainers, Size UK 10",Puma,shoes,Very good,10,16.0,25.1,9.1,36.3,5.4,10,40.7
497959,https://www.vinted.co.uk/items/9953299774-original-diesel-industry-vintage-wide-leg-jeans?referrer=catalog,Original Diesel Industry vintage wide leg jeans,Diesel,womens_jeans,Very good,S / UK 8-10,16.0,23.83,7.83,32.9,4.5,6,40.7
534394,https://www.vinted.co.uk/items/9961488360-black-hobbs-london-dress?referrer=catalog,Black Hobbs London Dress,Hobbs,womens_dresses,Very good,S / UK 8-10,10.0,16.19,6.19,38.2,5.9,8,40.7
276332,https://www.vinted.co.uk/items/9876700050-small-mens-jacket?referrer=catalog,Small men’s jacket,Montirex,outerwear,Very good,S,10.0,15.89,5.89,37.1,5.6,9,40.7
491343,https://www.vinted.co.uk/items/9950412326-mens-levi-jeans?referrer=catalog,Men’s Levi Jeans,Levi's,jeans,Very good,W40,10.0,16.0,6.0,37.5,5.7,9,40.7
396954,https://www.vinted.co.uk/items/9932022615-nike-tech?referrer=catalog,Nike Tech,Nike,jumpers_and_sweaters,Very good,L,9.0,14.39,5.39,37.5,5.7,32,40.7
440722,https://www.vinted.co.uk/items/9942828316-arne-shirt-jacket?referrer=catalog,Arne Shirt Jacket,ARNE,outerwear,Very good,M,16.0,25.0,9.0,36.0,5.3,9,40.7
521044,https://www.vinted.co.uk/items/9954165497-lovely-quarter-zip-as-new?referrer=catalog,Lovely quarter zip. As new.,Crew Clothing Company,jumpers_and_sweaters,Very good,XXL,7.0,12.57,5.57,44.3,7.5,7,40.6
523616,https://www.vinted.co.uk/items/9957957961-black-mini-dress-white-fox?referrer=catalog,Black mini dress - White Fox,White Fox,womens_dresses,Very good,S / UK 8-10,15.0,22.56,7.56,33.5,4.7,11,40.6
261216,https://www.vinted.co.uk/items/9868667683-vintage-patagonia-forest-green-waterproof-made-in-columbia-jacket?referrer=catalog,Vintage Patagonia forest green waterproof made in Columbia jacket,Patagonia,outerwear,Very good,L,29.99,41.66,11.67,28.0,3.3,6,40.6
405507,https://www.vinted.co.uk/items/9893440081-insane-mens-vintage-patagonia-fleece-jacket-size-large?referrer=catalog,Insane men’s vintage Patagonia fleece jacket size large,Patagonia,outerwear,Very good,L,30.0,41.66,11.66,28.0,3.3,6,40.6
548781,https://www.vinted.co.uk/items/9964733651-zara-gillet-size-1618?referrer=catalog,Zara gillet size 16/18,Zara,womens_outerwear,Very good,L / UK 16-18,12.0,18.46,6.46,35.0,5.1,37,40.6
308322,https://www.vinted.co.uk/items/9879495220-boys-montirex-t-shirt?referrer=catalog,Boys Montirex t-shirt,Montirex,activewear,New with tags,XL,12.0,17.33,5.33,30.8,4,6,40.6
424334,https://www.vinted.co.uk/items/9922441905-oversized-grey-mark-bomber-jacket-zara?referrer=catalog,Oversized Grey Mark Bomber Jacket -Zara,Zara,womens_outerwear,Very good,L / UK 16-18,12.0,18.46,6.46,35.0,5.1,37,40.6
298688,https://www.vinted.co.uk/items/9868854096-zara-bomber-jacket?referrer=catalog,Zara bomber jacket,Zara,womens_outerwear,Very good,L / UK 16-18,12.0,18.46,6.46,35.0,5.1,37,40.6
520663,https://www.vinted.co.uk/items/9957186777-black-represent-hoodie?referrer=catalog,Black represent hoodie,REPRESENT,jumpers_and_sweaters,Very good,XL,20.0,30.5,10.5,34.4,5,6,40.5
283704,https://www.vinted.co.uk/items/9875488284-joules-waterproof-mac?referrer=catalog,Joules waterproof Mac,Joules,womens_outerwear,Very good,M / UK 12-14,10.0,15.0,5.0,33.3,4.7,20,40.5
30132,https://www.vinted.co.uk/items/9813139120-true-religion-skinny-jeans-black-ankle-zip-size-31-1015,True Religion,True Religion,womens_jeans,Very good,M / UK 12-14,22.0,29.4,7.4,25.2,2.6,5,40.5
242022,https://www.vinted.co.uk/items/9868819166-ax-paris-gold-sparkle-dress-size-14?referrer=catalog,Ax Paris gold sparkle dress size 14,AX Paris,womens_dresses,New with tags,M / UK 12-14,10.0,15.17,5.17,34.1,4.9,9,40.5
507671,https://www.vinted.co.uk/items/9957537863-represent?referrer=catalog,Represent,REPRESENT,jumpers_and_sweaters,Very good,XL,20.0,30.5,10.5,34.4,5,6,40.5
509374,https://www.vinted.co.uk/items/9957132496-monterrain-top-size-large?referrer=catalog,Monterrain top size large,Monterrain,activewear,Very good,L,10.0,15.0,5.0,33.3,4.7,8,40.5
548680,https://www.vinted.co.uk/items/9964178475-womens-joules-body-warmer?referrer=catalog,Women's  joules  body warmer,Joules,womens_outerwear,Very good,M / UK 12-14,10.0,15.0,5.0,33.3,4.7,20,40.5
548793,https://www.vinted.co.uk/items/9963780198-joules-rain-jacket?referrer=catalog,Joules rain jacket,Joules,womens_outerwear,Very good,M / UK 12-14,10.0,15.0,5.0,33.3,4.7,20,40.5
532251,https://www.vinted.co.uk/items/9961321046-gant-mens-crew-sweatshirts?referrer=catalog,Gant mens crew sweatshirts,GANT,jumpers_and_sweaters,Very good,L,11.0,16.11,5.11,31.7,4.3,9,40.5
532824,https://www.vinted.co.uk/items/9175599419,Nike,Nike,shoes,Very good,6,16.99,26.26,9.27,35.3,5.2,39,40.5
536335,https://www.vinted.co.uk/items/9960891971-joules-coat?referrer=catalog,Joules coat,Joules,womens_outerwear,Very good,M / UK 12-14,10.0,15.0,5.0,33.3,4.7,20,40.5
30131,https://www.vinted.co.uk/items/9813180801-true-religion-halle-crystal-skinny-jeans-black-size-30-0998,True Religion,True Religion,womens_jeans,Very good,M / UK 12-14,22.0,29.4,7.4,25.2,2.6,5,40.5
520800,https://www.vinted.co.uk/items/9909197626-puma-tracksuit-top-size-large?referrer=catalog,Puma tracksuit top size large,Puma,jumpers_and_sweaters,Very good,L,9.0,14.3,5.3,37.1,5.7,10,40.4
384608,https://www.vinted.co.uk/items/9931092217-mens-light-green-and-black-arcteryx-jacket-size-m?referrer=catalog,"Men’s light green and black Arc’teryx jacket, size M",Arc'teryx,outerwear,Very good,M,75.0,112.86,37.86,33.5,4.8,7,40.4
395298,https://www.vinted.co.uk/items/9931552671-the-north-face-pale-blue-black-puffer-coat-jacket-womens-size-medium?referrer=catalog,The North Face Pale Blue Black Puffer Coat Jacket- women’s size Medium,The North Face,womens_outerwear,Very good,M / UK 12-14,25.0,37.4,12.4,33.2,4.7,42,40.4
276573,https://www.vinted.co.uk/items/9875638088-adidas-large-black-field-type-jacket?referrer=catalog,Adidas large black field type jacket,adidas,outerwear,Very good,L,15.0,23.96,8.96,37.4,5.8,13,40.4
533423,https://www.vinted.co.uk/items/9948495730-new-balance-3inch-black-running-shorts?referrer=catalog,New Balance 3inch Black Running Shorts,New Balance,activewear,Very good,M,10.73,16.75,6.02,35.9,5.4,11,40.4
375815,https://www.vinted.co.uk/items/9929822713-white-nike-dri-fit-top?referrer=catalog,White Nike dri-fit top,Nike,activewear,New with tags,S,12.0,18.16,6.16,33.9,4.9,16,40.4
298645,https://www.vinted.co.uk/items/9779684877,The North Face,The North Face,womens_outerwear,Very good,M / UK 12-14,24.99,37.4,12.41,33.2,4.7,42,40.4
480509,https://www.vinted.co.uk/items/9949250414-mens-adidas-14-zip-fleece-large?referrer=catalog,Mens adidas 1/4 zip fleece large,adidas,outerwear,Very good,L,15.0,23.96,8.96,37.4,5.8,13,40.4
391261,https://www.vinted.co.uk/items/9930102838-nike-black-dri-fit-sports-t-shirt?referrer=catalog,Nike Black Dri-FIT Sports T-Shirt,Nike,activewear,New with tags,S,12.0,18.16,6.16,33.9,4.9,16,40.4
278321,https://www.vinted.co.uk/items/9873217638-ralph-lauren-shirt?referrer=catalog,Ralph Lauren Shirt,Ralph Lauren,tops_and_tshirts,Very good,M,10.0,15.37,5.37,34.9,5.2,12,40.3
406498,https://www.vinted.co.uk/items/9935752382,Ralph Lauren,Ralph Lauren,tops_and_tshirts,Very good,M,10.0,15.37,5.37,34.9,5.2,12,40.3
380988,https://www.vinted.co.uk/items/9932814327-ralph-lauren-mens-tshirt-medium-vgc?referrer=catalog,Ralph Lauren Mens tshirt Medium VGC,Ralph Lauren,tops_and_tshirts,Very good,M,10.0,15.37,5.37,34.9,5.2,12,40.3
549544,https://www.vinted.co.uk/items/9963722379-ms-khaki-vest-brand-new-with-tags?referrer=catalog,M&S Khaki Vest Brand new with tags,Marks & Spencer,womens_tops_and_tshirts,New with tags,L / UK 16-18,8.99,14.08,5.09,36.2,5.5,6,40.3
412281,https://www.vinted.co.uk/items/9924883559-columbia-fleece?referrer=catalog,Columbia Fleece,Columbia,womens_outerwear,Very good,M / UK 12-14,15.0,23.61,8.61,36.5,5.6,9,40.3
535485,https://www.vinted.co.uk/items/9959867195-levi-725-high-rise-bootcut-jeans?referrer=catalog,Levi 725 high rise bootcut jeans,Levi's,womens_jeans,Very good,M / UK 12-14,11.0,17.24,6.24,36.2,5.5,46,40.3
548822,https://www.vinted.co.uk/items/9963780683-plush-berghaus-jacket-with-hood?referrer=catalog,Plush Berghaus jacket with hood,Berghaus,womens_outerwear,Very good,M / UK 12-14,15.0,22.74,7.74,34.0,5.0,13,40.2
384984,https://www.vinted.co.uk/items/9913073756-mens-black-the-north-face-half-zip-fleece-in-size-large?referrer=catalog,Men’s Black The North Face half zip fleece in size Large,The North Face,outerwear,Very good,L,18.0,27.65,9.65,34.9,5.2,27,40.2
432049,https://www.vinted.co.uk/items/9907705947-mens-asics-gel-lyte-trainers?referrer=catalog,Men’s Asics Gel Lyte Trainers,Asics,shoes,Very good,7,25.0,37.67,12.67,33.6,4.9,9,40.2
298405,https://www.vinted.co.uk/items/9879221156-barbour-angus-cape-80wool-uk-size-large-16-to-18?referrer=catalog,Barbour Angus cape 80%wool uk size large 16 to 18,Barbour,womens_outerwear,Very good,L / UK 16-18,40.0,59.55,19.55,32.8,4.7,11,40.2
389901,https://www.vinted.co.uk/items/9926754022-asics-trainers-pure-gel?referrer=catalog,ASICS trainers pure gel,Asics,shoes,Very good,7,25.0,37.67,12.67,33.6,4.9,9,40.2
521991,https://www.vinted.co.uk/items/9955982655-nike-v2k-run-mens-trainers-size-8?referrer=catalog,Nike V2K Run mens trainers size 8,Nike,shoes,New with tags,8,35.0,51.42,16.42,31.9,4.5,12,40.1
280445,https://www.vinted.co.uk/items/9876749436-nike-grey-air-forces?referrer=catalog,Nike Grey Air Forces,Nike,shoes,Very good,8,20.0,30.42,10.42,34.3,5.1,61,40.1
253475,https://www.vinted.co.uk/items/9870407169-nike-reacts?referrer=catalog,Nike reacts,Nike,shoes,Very good,8,20.0,30.42,10.42,34.3,5.1,61,40.1
408713,https://www.vinted.co.uk/items/9922174141-nike-air-max-black-size-8-uk?referrer=catalog,nike air max black size 8 uk,Nike,shoes,Very good,8,20.0,30.42,10.42,34.3,5.1,61,40.1
375694,https://www.vinted.co.uk/items/9931098340-nike-p6000?referrer=catalog,nike p6000,Nike,shoes,Very good,8,20.0,30.42,10.42,34.3,5.1,61,40.1
509005,https://www.vinted.co.uk/items/9955413554-nike-phantom-6-academy-firm-ground-football-boots?referrer=catalog,Nike phantom 6 academy firm ground football boots,Nike,shoes,New with tags,8,35.0,51.42,16.42,31.9,4.5,12,40.1
514374,https://www.vinted.co.uk/items/9956971488-nike-mens-revolution-8-trainers-size-8?referrer=catalog,Nike Men’s Revolution 8 Trainers Size 8,Nike,shoes,Very good,8,20.0,30.42,10.42,34.3,5.1,61,40.1
542393,https://www.vinted.co.uk/items/9951524889-nike-oversized-joggers-in-black-with-all-over-swoosh-print?referrer=catalog,Nike oversized joggers in black with all over swoosh print,Nike,trousers,New without tags,L,11.0,16.0,5.0,31.2,4.3,6,40.1
544997,https://www.vinted.co.uk/items/9964362841-nike-revolution-5-running-trainers-uk-size-105?referrer=catalog,Nike Revolution 5 running trainers uk size 10.5,Nike,shoes,Good,10.5,12.0,18.14,6.14,33.8,5,7,40.1
277246,https://www.vinted.co.uk/items/9807161443-l-nike-joggers-grey?referrer=catalog,L Nike joggers grey,Nike,trousers,New without tags,L,11.0,16.0,5.0,31.2,4.3,6,40.1
44870,https://www.vinted.co.uk/items/9820971042-nike-dunk?referrer=catalog,Nike Dunk,Nike,shoes,Very good,8,20.0,30.42,10.42,34.3,5.1,61,40.1
269357,https://www.vinted.co.uk/items/9866848286-air-jordan-4-retro-military-black-uk-85-adults?referrer=catalog,Air Jordan 4 retro military black uk 8.5 adults,Jordan,shoes,Very good,8.5,14.0,21.8,7.8,35.8,5.5,5,40.0
422909,https://www.vinted.co.uk/items/9935931363-bodycon-dress?referrer=catalog,Bodycon dress,White Fox,womens_dresses,Very good,M / UK 12-14,12.0,18.43,6.43,34.9,5.3,7,40.0
421526,https://www.vinted.co.uk/items/9928241865-vans-shoes-mens-size-85-uk?referrer=catalog,Vans Shoes Mens Size 8.5 UK,Vans,shoes,Very good,8.5,10.0,17.09,7.09,41.5,7,5,39.9
15298,https://www.vinted.co.uk/items/9658155910-w34-nautica-rigger-beige-pleated-shorts-vintage-baggy-fit?referrer=catalog,W34 Nautica Rigger Beige Pleated Shorts Vintage Baggy Fit,Japan Style,shorts,Very good,W34,12.0,17.46,5.46,31.3,4.4,7,39.9
39877,https://www.vinted.co.uk/items/9810551199-levis-506-low-boot-jeans,Levi's,Levi's,mens_jeans,Very good,W38,9.0,17.2,8.2,47.7,8.6,5,39.9
41964,https://www.vinted.co.uk/items/9821438441-nike-mens-clima-fit-jacket?referrer=catalog,Nike Men’s Clima-fit jacket,Nike,outerwear,Good,L,12.0,17.48,5.48,31.4,4.4,14,39.9
491850,https://www.vinted.co.uk/items/9953527694-nike-tech-pack?referrer=catalog,Nike tech pack,Nike,outerwear,Very good,S,14.0,21.73,7.73,35.6,5.5,19,39.9
412033,https://www.vinted.co.uk/items/7829291410,Vintage Dressing,Vintage Dressing,womens_outerwear,Very good,M / UK 12-14,30.0,41.9,11.9,28.4,3.7,22,39.8
548953,https://www.vinted.co.uk/items/9960504889,Vintage Dressing,Vintage Dressing,womens_outerwear,Very good,M / UK 12-14,30.0,41.9,11.9,28.4,3.7,22,39.8
533559,https://www.vinted.co.uk/items/9911621578-montirex-mens-haze-tee-in-midnight-bluenavalbondi?referrer=catalog,Montirex Men’s Haze Tee in Midnight Blue/Naval/Bondi,Montirex,activewear,Very good,L,11.0,16.41,5.41,33.0,4.9,29,39.7
298663,https://www.vinted.co.uk/items/9843439610,The North Face,The North Face,womens_outerwear,Very good,S / UK 8-10,29.0,42.76,13.76,32.2,4.7,51,39.7
186297,https://www.vinted.co.uk/items/9836590097-tommy-hilfiger-vintage-navy-puffer-jacket-size-xl?referrer=catalog,Tommy Hilfiger Vintage Navy Puffer Jacket – Size XL,Tommy Hilfiger,outerwear,Very good,XL,18.0,24.64,6.64,26.9,3.4,7,39.6
261810,https://www.vinted.co.uk/items/9867743669-boss-mens-jeans?referrer=catalog,Boss men’s jeans,Hugo Boss,jeans,Very good,W34,12.0,18.08,6.08,33.6,5.1,6,39.6
279942,https://www.vinted.co.uk/items/9874254018,New Balance,New Balance,shoes,Very good,9,22.99,33.24,10.25,30.8,4.4,21,39.6
276876,https://www.vinted.co.uk/items/9869561025-north-face-windbreaker?referrer=catalog,North face windbreaker,The North Face,outerwear,Very good,S,25.0,38.56,13.56,35.2,5.5,25,39.6
411324,https://www.vinted.co.uk/items/9920821530-zara-black-asymmetrical-skort-with-gold-accent?referrer=catalog,Zara Black Asymmetrical Skort with Gold Accent,Zara,womens_skorts,New with tags,S / UK 8-10,10.0,16.62,6.62,39.8,6.7,53,39.6
547885,https://www.vinted.co.uk/items/9962630602-zara-polka-dot-skort?referrer=catalog,Zara polka dot skort,Zara,womens_skorts,New with tags,S / UK 8-10,10.0,16.62,6.62,39.8,6.7,53,39.6
547916,https://www.vinted.co.uk/items/9963991281-zara-skirt-skirt-cream-size-s?referrer=catalog,Zara skirt skirt cream size s,Zara,womens_skorts,New with tags,S / UK 8-10,10.0,16.62,6.62,39.8,6.7,53,39.6
432017,https://www.vinted.co.uk/items/9939370541-new-balance-trainers?referrer=catalog,New balance trainers,New Balance,shoes,Very good,9,23.0,33.24,10.24,30.8,4.4,21,39.6
61791,https://www.vinted.co.uk/items/9822689352-zara-black-skort?referrer=catalog,Zara black skort,Zara,womens_skorts,New with tags,S / UK 8-10,10.0,16.62,6.62,39.8,6.7,53,39.6
531191,https://www.vinted.co.uk/items/9960583066-boss-mens-jeans-34x34?referrer=catalog,Boss Mens Jeans 34x34,Hugo Boss,jeans,Very good,W34,12.0,18.08,6.08,33.6,5.1,6,39.6
29483,https://www.vinted.co.uk/items/9465168081-tweed-skorts?referrer=catalog,Tweed skorts,Zara,womens_skorts,New with tags,S / UK 8-10,10.0,16.62,6.62,39.8,6.7,53,39.6
251093,https://www.vinted.co.uk/items/9870494912-patagonia-wind-breaker?referrer=catalog,Patagonia wind breaker,Patagonia,outerwear,Very good,S,35.0,50.67,15.67,30.9,4.4,6,39.6
386810,https://www.vinted.co.uk/items/9910019047-hugo-boss-mens-jean-style-trousers-w34-l30?referrer=catalog,Hugo Boss Men’s Jean style trousers W34 L30,Hugo Boss,jeans,Very good,W34,12.0,18.08,6.08,33.6,5.1,6,39.6
516410,https://www.vinted.co.uk/items/9956427829-adidas-gazelle?referrer=catalog,Adidas gazelle,adidas,shoes,Very good,11,22.0,34.69,12.69,36.6,5.9,8,39.5
541681,https://www.vinted.co.uk/items/9961077778-tommy-hilfiger-coat?referrer=catalog,Tommy Hilfiger Coat,Tommy Hilfiger,outerwear,Very good,M,20.0,29.7,9.7,32.7,4.9,7,39.5
548348,https://www.vinted.co.uk/items/9963298917-mid-rise-jeans-from-motel-rocks?referrer=catalog,mid rise jeans from motel rocks,Motel Rocks,womens_jeans,Very good,XS / UK 4-6,15.0,22.8,7.8,34.2,5.3,5,39.5
384727,https://www.vinted.co.uk/items/9927851038,Tommy Hilfiger,Tommy Hilfiger,outerwear,Very good,M,20.0,29.7,9.7,32.7,4.9,7,39.5
384728,https://www.vinted.co.uk/items/9927845649,Tommy Hilfiger,Tommy Hilfiger,outerwear,Very good,M,20.0,29.7,9.7,32.7,4.9,7,39.5
519050,https://www.vinted.co.uk/items/9952170707-mens-superdrug-jacket?referrer=catalog,Men’s Superdrug jacket,Superdry,outerwear,Very good,L,12.5,18.73,6.23,33.3,5.1,13,39.4
543903,https://www.vinted.co.uk/items/9962392417,Ralph Lauren,Ralph Lauren,jumpers_and_sweaters,Very good,S,22.0,31.88,9.88,31.0,4.5,17,39.4
543904,https://www.vinted.co.uk/items/9962313659,Ralph Lauren,Ralph Lauren,jumpers_and_sweaters,Very good,S,22.0,31.88,9.88,31.0,4.5,17,39.4
547183,https://www.vinted.co.uk/items/9963673534-zara-maxi-dress?referrer=catalog,Zara maxi dress,Zara,womens_dresses,New with tags,M / UK 12-14,12.0,18.19,6.19,34.0,5.3,24,39.4
534599,https://www.vinted.co.uk/items/9960942420-zara-denim-dress?referrer=catalog,Zara denim dress,Zara,womens_dresses,New with tags,M / UK 12-14,12.0,18.19,6.19,34.0,5.3,24,39.4
164977,https://www.vinted.co.uk/items/9854219433-zara-midi-dress?referrer=catalog,Zara Midi Dress,Zara,womens_dresses,New with tags,M / UK 12-14,12.0,18.19,6.19,34.0,5.3,24,39.4
520851,https://www.vinted.co.uk/items/9957230654-mercedes-f1-team-fleece?referrer=catalog,Mercedes f1 team fleece,Tommy Hilfiger,jumpers_and_sweaters,Very good,M,12.0,17.65,5.65,32.0,4.8,30,39.3
20678,https://www.vinted.co.uk/items/9811002358-satin-and-lace-dress-size-xs?referrer=catalog,satin and lace dress size XS,,womens_dresses,New with tags,XS / UK 4-6,8.0,14.4,6.4,44.4,8,5,39.3
411447,https://www.vinted.co.uk/items/9925171017-bdg-light-wash-jean?referrer=catalog,BDG Light Wash Jean,BDG,womens_jeans,Very good,M / UK 12-14,10.0,16.0,6.0,37.5,6.2,6,39.3
262353,https://www.vinted.co.uk/items/9869035029-vintage-tommy-hilfiger-jumper?referrer=catalog,Vintage Tommy Hilfiger jumper,Tommy Hilfiger,jumpers_and_sweaters,Very good,M,12.0,17.65,5.65,32.0,4.8,30,39.3
80222,https://www.vinted.co.uk/items/9827698853-adidas-fleece-lined-jacket?referrer=catalog,Adidas fleece lined jacket,adidas,outerwear,Very good,S,12.0,18.07,6.07,33.6,5.2,14,39.3
4338,https://www.vinted.co.uk/items/9798724732-mens-tommy-hilfiger-golf-v-neck-jumper?referrer=catalog,Mens Tommy Hilfiger golf V-neck jumper,Tommy Hilfiger,jumpers_and_sweaters,Very good,M,12.0,17.65,5.65,32.0,4.8,30,39.3
408673,https://www.vinted.co.uk/items/9930450905-nike-p6000-95-mens-black-trainers?referrer=catalog,Nike P6000 9.5 men’s black trainers,Nike,shoes,Good,9.5,12.5,19.28,6.78,35.2,5.6,15,39.3
522423,https://www.vinted.co.uk/items/9955469663-monterrain-top?referrer=catalog,Monterrain top,Monterrain,activewear,Very good,M,12.0,18.0,6.0,33.3,5.2,16,39.2
524607,https://www.vinted.co.uk/items/9954950648-wrangler-blue-denim-jeans?referrer=catalog,Wrangler blue denim jeans,Wrangler,womens_jeans,Very good,M / UK 12-14,10.0,15.0,5.0,33.3,5.2,9,39.2
198756,https://www.vinted.co.uk/items/9856679044-tommy-hilfiger-womens-red-white-black-colourblock-full-zip-track-jacket-pockets-size-s-size-uk-8?referrer=catalog,Tommy Hilfiger Womens Red White Black Colourblock Full Zip Track Jacket Pockets Size S Size UK 8,Tommy Hilfiger,womens_outerwear,Very good,S / UK 8-10,15.0,21.4,6.4,29.9,4.3,5,39.2
408806,https://www.vinted.co.uk/items/9924305297-adidas-gazelle-size-10?referrer=catalog,Adidas gazelle size 10,adidas,shoes,Very good,10,30.0,44.02,14.02,31.8,4.8,12,39.2
394194,https://www.vinted.co.uk/items/9931119164-wrangler-womens-flared-jeans-size-w29-l30?referrer=catalog,Wrangler Women’s Flared Jeans  Size W29 L30,Wrangler,womens_jeans,Very good,M / UK 12-14,10.0,15.0,5.0,33.3,5.2,9,39.2
244283,https://www.vinted.co.uk/items/9865975167-superdry-rookie-patch-military-jacket-khaki-size-s-in-exc-condition?referrer=catalog,Superdry Rookie Patch Military Jacket Khaki Size S in Exc Condition,Superdry,womens_outerwear,Very good,S / UK 8-10,16.5,25.23,8.73,34.6,5.5,15,39.2
200876,https://www.vinted.co.uk/items/9858250499-adidas-yezzy-ortholite-size-uk-7?referrer=catalog,Adidas yezzy ortholite Size uk 7,adidas,shoes,Very good,7,14.0,21.9,7.9,36.1,5.9,10,39.2
521551,https://www.vinted.co.uk/items/9895894144,Nike,Nike,shoes,New without tags,7,30.0,42.0,12.0,28.6,4,5,39.1
243917,https://www.vinted.co.uk/items/9836453624,Vintage Dressing,Vintage Dressing,womens_outerwear,Very good,S / UK 8-10,28.0,38.8,10.8,27.8,3.8,28,39.1
412446,https://www.vinted.co.uk/items/7945368111,Vintage Dressing,Vintage Dressing,womens_outerwear,Very good,S / UK 8-10,28.0,38.8,10.8,27.8,3.8,28,39.1
512622,https://www.vinted.co.uk/items/9954820417-oasis-jacket?referrer=catalog,Oasis jacket,Oasis,womens_outerwear,Very good,S / UK 8-10,10.0,15.08,5.08,33.7,5.3,6,39.1
512945,https://www.vinted.co.uk/items/9954654282-uniqlo-grey-wool-blend-overshirt-jacket-coat-size-m?referrer=catalog,Uniqlo Grey Wool Blend Overshirt Jacket Coat Size M,Uniqlo,womens_outerwear,Very good,M / UK 12-14,20.0,32.86,12.86,39.1,6.7,6,39.1
542787,https://www.vinted.co.uk/items/9963640955-levis-501-original-jeans-w36-l32?referrer=catalog,Levi’s 501 Original jeans W36 L32,Levi's,jeans,Very good,W36,12.0,17.66,5.66,32.0,4.9,29,39.1
546182,https://www.vinted.co.uk/items/9963200766-ladies-black-cowl-neck-ralph-lauren-jumper-size-large?referrer=catalog,Ladies black cowl neck Ralph Lauren jumper size large,Ralph Lauren,womens_jumpers_and_sweaters,Very good,M / UK 12-14,15.0,21.73,6.73,31.0,4.6,9,39.1
391662,https://www.vinted.co.uk/items/9928428758-ralph-lauren-pink-metallic-turtleneck-knit-vintage-jumper?referrer=catalog,Ralph Lauren Pink & Metallic turtleneck knit Vintage Jumper,Ralph Lauren,womens_jumpers_and_sweaters,Very good,M / UK 12-14,15.0,21.73,6.73,31.0,4.6,9,39.1
386211,https://www.vinted.co.uk/items/9921168589-levis-signature-premium-jeans-blue-denim-straight-pants?referrer=catalog,Levi's Signature Premium Jeans Blue Denim Straight Pants,Levi's,jeans,Very good,W36,12.0,17.66,5.66,32.0,4.9,29,39.1
531078,https://www.vinted.co.uk/items/9955919775,Levi's,Levi's,jeans,Very good,W34,14.0,20.15,6.15,30.5,4.5,61,39.1
533707,https://www.vinted.co.uk/items/9953644165-ralph-lauren-knitted-jumper?referrer=catalog,Ralph Lauren knitted jumper,Ralph Lauren,womens_jumpers_and_sweaters,Very good,M / UK 12-14,15.0,21.73,6.73,31.0,4.6,9,39.1
291234,https://www.vinted.co.uk/items/9879103103-arne-mens-lightweight-padded-jacket-black-size-l-large?referrer=catalog,Arne Men’s Lightweight Padded Jacket Black Size L Large,ARNE,outerwear,Very good,L,14.0,20.38,6.38,31.3,4.7,8,39.1
291320,https://www.vinted.co.uk/items/9878798957-arne-windbreaker?referrer=catalog,Arne windbreaker,ARNE,outerwear,Very good,L,14.0,20.38,6.38,31.3,4.7,8,39.1
419927,https://www.vinted.co.uk/items/9905115359-levi-505-mens-chinojeans-tan-beige?referrer=catalog,Levi 505 men’s chino/jeans tan/ beige,Levi's,jeans,Very good,W36,12.0,17.66,5.66,32.0,4.9,29,39.1
483257,https://www.vinted.co.uk/items/9945955277-nike-air-jordans-flight?referrer=catalog,Nike air Jordan’s flight,Jordan,shoes,Very good,8,30.0,46.33,16.33,35.2,5.7,6,39.1
519060,https://www.vinted.co.uk/items/9955803929-napapijri-jacket?referrer=catalog,Napapijri jacket,Napapijri,outerwear,Very good,S,20.0,28.6,8.6,30.1,4.4,5,39.0
524709,https://www.vinted.co.uk/items/9952202402-zara-suedette-hooded-coatjacket-m-nwot?referrer=catalog,Zara suedette hooded coat/jacket M nwot,Zara,womens_outerwear,New without tags,M / UK 12-14,12.0,17.55,5.55,31.6,4.8,20,39.0
541718,https://www.vinted.co.uk/items/9962666054,Columbia,Columbia,outerwear,Very good,M,18.0,25.88,7.88,30.4,4.5,19,39.0
541720,https://www.vinted.co.uk/items/9962631458,Columbia,Columbia,outerwear,Very good,M,18.0,25.88,7.88,30.4,4.5,19,39.0
57313,https://www.vinted.co.uk/items/9810615962-columbia-black-fleece-gilet-vest-size-m-full-zip?referrer=catalog,Columbia Black Fleece Gilet Vest | Size M | Full Zip,Columbia,outerwear,Very good,M,18.0,25.88,7.88,30.4,4.5,19,39.0
519161,https://www.vinted.co.uk/items/9957058888-fred-perry-jacket?referrer=catalog,Fred Perry Jacket,Fred Perry,outerwear,Very good,M,30.0,45.0,15.0,33.3,5.3,6,38.9
